Tests,Sum of 15,Ave RMSE of 15 mins,"RMSE 15 OFF, 15 OFF","RMSE 15 OFF, 15 ON","RMSE 15 ON, 15 ON","RMSE 15 ON, 15 OFF",Total Tests Used,Average RMSE
1190,0,0.081022929147216,,,,,,
1191,0,0.08098919508892,0.162012124236136,,,,,
1192,0,0.0809555264969341,,,,,,
1193,0,0.0809218143190103,0.161877340815944,,,,,
1194,0,0.0808881596728065,,,,,,
1195,0,0.0808546455266188,0.161742805199425,,,,,
1196,0,0.0808210934877672,,,,,,
1197,0,0.0807877117503708,0.161608805238138,,,,,
1198,0,0.0807542414987848,,,,,,
1199,0,0.080720802907966,0.161475044406751,,,,,
1200,0,0.0806873604835991,,,,,,
1201,0,0.0806539384166657,0.161341298900265,,,,,
1202,0,0.0806281945003501,,,,,,
1203,0,0.0806848577171653,0.161313052217515,,,,,
1204,0,0.080806410273237,,,,,,
1205,0,0.0807730386134945,0.161579448886731,,,,,
1206,2,0.080861607459839,,,,,,
1207,15,0.0810757413910642,,0.161848780004559,,,,
1208,15,0.081207082332952,,,0.162282823724016,,,
1209,15,0.0812288989937481,,,,,,
1210,15,0.0811993608569696,,,0.162428259850718,,,
1211,15,0.081169225998492,,,,,,
1212,15,0.0811527302934585,,,0.16232195629195,,,
1213,15,0.0814838573387064,,,,,,
1214,15,0.0816661080963577,,,0.163149965435064,,,
1215,15,0.0816517963453835,,,,,,
1216,15,0.0816207016123793,,,0.163272497957763,,,
1217,15,0.0815903489209401,,,,,,
1218,15,0.0815602135024328,,,0.163150562423373,,,
1219,15,0.081530778453605,,,,,,
1220,15,0.0815020277726609,,,0.163032806226266,,,
1221,7,0.0815637295079633,,,,,,
1222,0,0.0816069484722161,,,,0.163108976244877,,
1223,0,0.0817999803979217,0.163406928870138,,,,,
1224,0,0.0817729854340993,,,,,,
1225,0,0.0819920217264466,0.163765007160546,,,,,
1226,11,0.0821147599687468,,,,,,
1227,15,0.0821653401234586,,0.164157361849905,,,,
1228,15,0.0822674164974119,,,0.16443275662087,,,
1229,15,0.0822375100258715,,,,,,
1230,15,0.0822165884727091,,,0.164454098498581,,,
1231,15,0.0822855602313638,,,,,,
1232,15,0.082264949316507,,,0.164550509547871,,,
1233,15,0.0822357012157545,,,,,,
1234,15,0.0822075996618077,,,0.164443300877562,,,
1235,15,0.0821797274460437,,,,,,
1236,15,0.0821511634887891,,,0.164330890934833,,,
1237,15,0.0821230593039552,,,,,,
1238,15,0.0820940040511559,,,0.164217063355111,,,
1239,12,0.082229288280747,,,,,,
1240,0,0.082318334484487,,,,0.164412338535643,,
1241,0,0.0824607445978078,0.164779079082295,,,,,
1242,0,0.0824429586989878,,,,,,
1243,0,0.0824098495109151,0.164852808209903,,,,,
1244,0,0.0823787519063541,,,,,,
1245,0,0.0824928848996499,0.164871636806004,,,,,
1246,0,0.0825643025218396,,,,,,
1247,0,0.0825313414990622,0.165095644020902,,,,,
1248,0,0.0824983900407225,,,,,,
1249,0,0.082465497366581,0.164963887407303,,,,,
1250,0,0.0824339624912547,,,,,,
1251,0,0.0824026424603866,0.164836604951641,,,,,
1252,0,0.0823716656101969,,,,,,
1253,0,0.0823694281162529,0.16474109372645,,,,,
1254,0,0.0823534866831938,,,,,,
1255,0,0.0823218459266775,0.164675332609871,,,,,
1256,0,0.0822897018473196,,,,,,
1257,0,0.0822575609530258,0.164547262800345,,,,,
1258,0,0.082225541602509,,,,,,
1259,0,0.0821936144191802,0.164419156021689,,,,,
1260,0,0.0821617764195843,,,,,,
1261,0,0.0821300077883667,0.164291784207951,,,,,
1262,0,0.0820982715522962,,,,,,
1263,0,0.0820664941762843,0.164164765728581,,,,,
1264,0,0.0820348739977586,,,,,,
1265,0,0.0820032660173588,0.164038140015117,,,,,
1266,0,0.0819717352258333,,,,,,
1267,0,0.0819403041541158,0.163912039379949,,,,,
1268,0,0.0819087733463855,,,,,,
1269,0,0.0818774789945285,0.163786252340914,,,,,
1270,0,0.0818461592031552,,,,,,
1271,0,0.0818152160939802,0.163661375297135,,,,,
1272,0,0.0817841944179353,,,,,,
1273,0,0.0817530022193571,0.163537196637292,,,,,
1274,0,0.081721779645592,,,,,,
1275,0,0.081690599588865,0.163412379234457,,,,,
1276,0,0.081659406229209,,,,,,
1277,0,0.0816283104533839,0.163287716682593,,,,,
1278,0,0.081597228077803,,,,,,
1279,0,0.0815661601942083,0.163163388272011,,,,,
1280,0,0.0815352869833883,,,,,,
1281,0,0.0815044534120163,0.163039740395405,,,,,
1282,0,0.081473692582739,,,,,,
1283,0,0.0814428866903669,0.162916579273106,,,,,
1284,0,0.0814121096281575,,,,,,
1285,0,0.0813813577113652,0.162793467339523,,,,,
1286,0,0.0813506555947725,,,,,,
1287,0,0.0813200203167106,0.162670675911483,,,,,
1288,0,0.081289528142344,,,,,,
1289,0,0.0812589804353735,0.162548508577718,,,,,
1290,0,0.0812283496658895,,,,,,
1291,0,0.0811976492825598,0.162425998948449,,,,,
1292,0,0.0811670763849713,,,,,,
1293,0,0.0811367248161464,0.162303801201118,,,,,
1294,0,0.0811056600243568,,,,,,
1295,0,0.0810746685739152,0.162180328598272,,,,,
1296,0,0.0810437302016667,,,,,,
1297,0,0.0810128830722094,0.162056613273876,,,,,
1298,9,0.0810004059982525,,,,,,
1299,15,0.0810550446214226,,0.162067927693632,,,,
1300,15,0.0811730707755379,,,0.16222811539696,,,
1301,15,0.0811886064253492,,,,,,
1302,15,0.0811636090008853,,,0.162352215426234,,,
1303,15,0.0811379690928955,,,,,,
1304,15,0.0811137588573656,,,0.162251727950261,,,
1305,15,0.0810887615946847,,,,,,
1306,15,0.0811457964135798,,,0.162234558008264,,,
1307,15,0.0812674165002819,,,,,,
1308,15,0.081254622577686,,,0.162522039077968,,,
1309,15,0.0812356007066248,,,,,,
1310,15,0.0812929814796729,,,0.162528582186298,,,
1311,15,0.0814621140869487,,,,,,
1312,15,0.0815763977969577,,,0.163038511883906,,,
1313,15,0.0816190651757365,,,,,,
1314,6,0.0817706018537932,,,,,,
1315,0,0.081813904139788,,,,0.163432969315525,,
1316,0,0.0820444094454842,0.163858313585272,,,,,
1317,0,0.0820672652253367,,,,,,
1318,0,0.0820367497462794,0.164104014971616,,,,,
1319,14,0.0821476066121861,,,,,,
1320,15,0.0823387679374367,,0.164375517683716,,,,
1321,15,0.0824056300965003,,,0.164744398033937,,,
1322,15,0.0824894558811225,,,,,,
1323,15,0.0824616211922879,,,0.16495107707341,,,
1324,15,0.082434431018921,,,,,,
1325,15,0.0824084007298307,,,0.164842831748752,,,
1326,15,0.0823826322677192,,,,,,
1327,15,0.0823561564335675,,,0.164738788701287,,,
1328,15,0.0823301175858948,,,,,,
1329,15,0.082304670454705,,,0.1646347880406,,,
1330,15,0.0822788552627067,,,,,,
1331,15,0.0822522759882843,,,0.164531131250991,,,
1332,10,0.0822547075030412,,,,,,
1333,0,0.0823044005544303,,,,0.164556676542715,,
1334,0,0.0823226948142703,0.164627095368701,,,,,
1335,0,0.0824759112205216,,,,,,
1336,0,0.0824456728947821,0.164921584115304,,,,,
1337,0,0.0824158334225239,,,,,,
1338,0,0.0823864541527959,0.16480228757532,,,,,
1339,0,0.0823573949833414,,,,,,
1340,0,0.0823955780132483,0.16475297299659,,,,,
1341,0,0.0825217135878784,,,,,,
1342,0,0.0825004246591489,0.165022138247027,,,,,
1343,0,0.0825147420006529,,,,,,
1344,0,0.0827312206758631,0.165245962676516,,,,,
1345,0,0.082846674420554,,,,,,
1346,0,0.0828210114334247,0.165667685853979,,,,,
1347,0,0.0828039362587935,,,,,,
1348,0,0.0827763567997606,0.165580293058554,,,,,
1349,0,0.0827472070202938,,,,,,
1350,0,0.0827183978778118,0.165465604898106,,,,,
1351,0,0.0826895132495894,,,,,,
1352,0,0.0826608186214767,0.165350331871066,,,,,
1353,0,0.082631726178037,,,,,,
1354,0,0.0826025151812077,0.165234241359245,,,,,
1355,0,0.0825748077445104,,,,,,
1356,0,0.0825465850165883,0.165121392761099,,,,,
1357,0,0.0825182318702123,,,,,,
1358,0,0.0824900531134317,0.165008284983644,,,,,
1359,0,0.0824618215380762,,,,,,
1360,0,0.0824339516067808,0.164895773144857,,,,,
1361,0,0.0824058986142957,,,,,,
1362,0,0.0823779215358348,0.16478382015013,,,,,
1363,0,0.082349893748707,,,,,,
1364,0,0.0823219038231023,0.164671797571809,,,,,
1365,0,0.0822942205707502,,,,,,
1366,0,0.0822665479528117,0.164560768523562,,,,,
1367,0,0.0822388393456788,,,,,,
1368,0,0.0822111572715372,0.164449996617216,,,,,
1369,0,0.0821835247574498,,,,,,
1370,0,0.0821561763358725,0.164339701093322,,,,,
1371,0,0.0821286089699254,,,,,,
1372,0,0.082101128171739,0.164229737141664,,,,,
1373,0,0.0820736840551723,,,,,,
1374,0,0.0820461902225902,0.164119874277762,,,,,
1375,0,0.0820189435881044,,,,,,
1376,0,0.0819914152935592,0.164010358881664,,,,,
1377,0,0.0819640703199179,,,,,,
1378,0,0.0819368492767258,0.163900919596644,,,,,
1379,0,0.0819097425437858,,,,,,
1380,0,0.0818826376856466,0.163792380229432,,,,,
1381,0,0.0818552647717325,,,,,,
1382,0,0.0818279602040737,0.163683224975806,,,,,
1383,0,0.0818008036734948,,,,,,
1384,0,0.0817735431443469,0.163574346817842,,,,,
1385,0,0.0817464469127602,,,,,,
1386,0,0.0817184440321836,0.163464890944944,,,,,
1387,0,0.0816900248847634,,,,,,
1388,0,0.0818004648443509,0.163490489729114,,,,,
1389,0,0.0818453502370641,,,,,,
1390,0,0.0818166222975976,0.163661972534662,,,,,
1391,3,0.0818543168544635,,,,,,
1392,15,0.0819725853568232,,0.163789207654421,,,,
1393,15,0.0820818469053223,,,0.164054432262145,,,
1394,15,0.082095427298013,,,,,,
1395,15,0.0820711299498051,,,0.164166557247818,,,
1396,15,0.0820483158491166,,,,,,
1397,15,0.0820245587465593,,,0.164072874595676,,,
1398,15,0.0819999512304992,,,,,,
1399,15,0.0819759180552737,,,0.163975869285773,,,
1400,15,0.0819513555526442,,,,,,
1401,15,0.0819263596425034,,,0.163877715195148,,,
1402,15,0.0819025328206323,,,,,,
1403,15,0.0819046903318255,,,0.163807223152458,,,
1404,15,0.0819883833211033,,,,,,
1405,15,0.0819853476324364,,,0.16397373095354,,,
1406,15,0.0820243707583201,,,,,,
1407,0,0.0821518602694022,,,,0.164176231027722,,
1408,0,0.0823119330277679,0.16446379329717,,,,,
1409,0,0.0824715841306066,,,,,,
1410,0,0.0824574829400343,0.164929067070641,,,,,
1411,5,0.0824364615030062,,,,,,
1412,15,0.0825006227026805,,0.164958105642715,,,,
1413,15,0.082614789691935,,,0.165115412394616,,,
1414,15,0.0826710531599959,,,,,,
1415,15,0.0828029631934871,,,0.165474016353483,,,
1416,15,0.0827848227417879,,,,,,
1417,15,0.0827604707873418,,,0.16554529352913,,,
1418,15,0.0827367445020644,,,,,,
1419,15,0.0827119862880937,,,0.165448730790158,,,
1420,15,0.0826884731771778,,,,,,
1421,15,0.0826643320962223,,,0.1653528052734,,,
1422,15,0.0826414664681046,,,,,,
1423,15,0.0827333330105981,,,0.165374799478703,,,
1424,15,0.0829267603540702,,,,,,
1425,5,0.0831642152494545,,,,,,
1426,0,0.0832466820425808,,,,0.166173442396651,,
1427,0,0.0833418983874639,0.166588580430045,,,,,
1428,0,0.0833128392364455,,,,,,
1429,0,0.0832838888082399,0.166596728044685,,,,,
1430,0,0.0832550685249852,,,,,,
1431,0,0.0832262216980943,0.16648129022308,,,,,
1432,0,0.0831973547604017,,,,,,
1433,0,0.0831684691490144,0.166365823909416,,,,,
1434,0,0.0831396057560001,,,,,,
1435,0,0.0831196867278472,0.166259292483847,,,,,
1436,0,0.0831001024248024,,,,,,
1437,0,0.0837166252659788,0.166816727690781,,,,,
1438,0,0.0838237364845647,,,,,,
1439,0,0.0837969477892548,0.16762068427382,,,,,
1440,0,0.0837691134740898,,,,,,
1441,0,0.0837418205749411,0.167510934049031,,,,,
1442,0,0.0837146131344605,,,,,,
1443,0,0.083687001310572,0.167401614445032,,,,,
1444,0,0.0836592961001264,,,,,,
1445,0,0.0837688536103474,0.167428149710474,,,,,
1446,0,0.0837534411214637,,,,,,
1447,0,0.0837381504193371,0.167491591540801,,,,,
1448,0,0.0837105448335371,,,,,,
1449,0,0.083683175362418,0.167393720195955,,,,,
1450,0,0.0836560732288771,,,,,,
1451,0,0.0836290172057393,0.167285090434616,,,,,
1452,0,0.083601959928085,,,,,,
1453,0,0.083574942153824,0.167176902081909,,,,,
1454,0,0.0835477794386904,,,,,,
1455,0,0.0835208116568417,0.167068591095532,,,,,
1456,0,0.0834940403572709,,,,,,
1457,0,0.0834672692498462,0.166961309607117,,,,,
1458,0,0.0834405833395809,,,,,,
1459,0,0.0834139718731198,0.166854555212701,,,,,
1460,0,0.0833873346820648,,,,,,
1461,0,0.0833608018312634,0.166748136513328,,,,,
1462,0,0.0833342140120805,,,,,,
1463,0,0.0833075307364009,0.166641744748481,,,,,
1464,0,0.083281310888173,,,,,,
1465,0,0.0832548993447341,0.166536210232907,,,,,
1466,0,0.083228312161875,,,,,,
1467,0,0.0832010236621448,0.16642933582402,,,,,
1468,0,0.0831749612413613,,,,,,
1469,0,0.0831488734111898,0.166323834652551,,,,,
1470,0,0.083122535704483,,,,,,
1471,0,0.0830963685517302,0.166218904256213,,,,,
1472,0,0.0830701751872254,,,,,,
1473,0,0.0830439539586374,0.166114129145863,,,,,
1474,0,0.0830176551033441,,,,,,
1475,0,0.0829914960522555,0.1660091511556,,,,,
1476,0,0.0829653453729909,,,,,,
1477,0,0.0829388561833939,0.165904201556385,,,,,
1478,0,0.0829119801368859,,,,,,
1479,0,0.0828851675543198,0.165797147691206,,,,,
1480,0,0.0829617799189577,,,,,,
1481,0,0.083013306259447,0.165975086178405,,,,,
1482,0,0.0829862826524927,,,,,,
1483,0,0.082960847921249,0.165947130573742,,,,,
1484,12,0.0829767871740841,,,,,,
1485,15,0.0830936318017016,,0.166054479722951,,,,
1486,15,0.0831725911227057,,,0.166266222924407,,,
1487,15,0.0832141104885558,,,,,,
1488,15,0.0831896379139043,,,0.16640374840246,,,
1489,15,0.0831647351046443,,,,,,
1490,15,0.0831397511314186,,,0.166304486236063,,,
1491,15,0.0831140459124473,,,,,,
1492,15,0.0830916951030643,,,0.166205741015512,,,
1493,15,0.0830679509101802,,,,,,
1494,15,0.0830437571399692,,,0.166111708050149,,,
1495,15,0.0830204507512244,,,,,,
1496,15,0.0829968348926802,,,0.166017285643905,,,
1497,15,0.0829734665728258,,,,,,
1498,15,0.0829501500037692,,,0.165923616576595,,,
1499,14,0.0830980073961804,,,,,,
1500,0,0.0832663499007041,,,,0.166216499904473,,
1501,0,0.083277074809134,0.166543424709838,,,,,
1502,0,0.0833577458555322,,,,,,
1503,0,0.0833886229760191,0.166746368831551,,,,,
1504,8,0.0834177141851896,,,,,,
1505,15,0.0835623973897588,,0.166951020365778,,,,
1506,15,0.0836122741064768,,,0.167174671496236,,,
1507,15,0.0836062731563973,,,,,,
1508,15,0.0836412632916237,,,0.167247536448021,,,
1509,15,0.0836186023864033,,,,,,
1510,15,0.0835937722333124,,,0.167212374619716,,,
1511,15,0.0835699593160884,,,,,,
1512,15,0.0835473935180978,,,0.167117352834186,,,
1513,15,0.0835261338483377,,,,,,
1514,15,0.083502003373207,,,0.167028137221545,,,
1515,15,0.0834794258479438,,,,,,
1516,15,0.0834562384445479,,,0.166935664292492,,,
1517,15,0.0834335362497326,,,,,,
1518,6,0.0834939073912723,,,,,,
1519,0,0.0835484314979545,,,,0.166981967747687,,
1520,0,0.0835383790029251,0.16708681050088,,,,,
1521,0,0.0835113663660719,,,,,,
1522,0,0.0834839738873717,0.166995340253444,,,,,
1523,0,0.0834566607429488,,,,,,
1524,0,0.0834294581585187,0.166886118901467,,,,,
1525,0,0.0834022983660003,,,,,,
1526,0,0.083375099563969,0.166777397929969,,,,,
1527,0,0.0833519473341599,,,,,,
1528,0,0.0834528962289366,0.166804843563096,,,,,
1529,0,0.083482837534694,,,,,,
1530,0,0.0834556515001138,0.166938489034808,,,,,
1531,0,0.0834285203730956,,,,,,
1532,0,0.083401526940308,0.166830047313404,,,,,
1533,0,0.0833749408573191,,,,,,
1534,0,0.0833479644350985,0.166722905292418,,,,,
1535,0,0.0833434543059748,,,,,,
1536,0,0.083487141954847,0.166830596260822,,,,,
1537,0,0.0834653190827826,,,,,,
1538,0,0.0834390884090081,0.166904407491791,,,,,
1539,0,0.0834128000979699,,,,,,
1540,0,0.0833864722723487,0.166799272370319,,,,,
1541,0,0.0833600640847131,,,,,,
1542,0,0.0833336787880338,0.166693742872747,,,,,
1543,0,0.0833077128107805,,,,,,
1544,0,0.0832816399633443,0.166589352774125,,,,,
1545,0,0.083255614463557,,,,,,
1546,0,0.0832296703054746,0.166485284769032,,,,,
1547,0,0.0832037126105467,,,,,,
1548,0,0.0831778438735706,0.166381556484117,,,,,
1549,0,0.0831984819800637,,,,,,
1550,0,0.0833089185122931,0.166507400492357,,,,,
1551,0,0.0832892624860995,,,,,,
1552,0,0.0832724846470613,0.166561747133161,,,,,
1553,0,0.0832566423102502,,,,,,
1554,0,0.0832411517717996,0.16649779408205,,,,,
1555,0,0.0832226378558255,,,,,,
1556,0,0.0832071044391721,0.166429742294998,,,,,
1557,0,0.0831849652308203,,,,,,
1558,0,0.0831744325507382,0.166359397781559,,,,,
1559,0,0.0831496802619928,,,,,,
1560,0,0.0831242553148936,0.166273935576886,,,,,
1561,0,0.0830988993909148,,,,,,
1562,0,0.0830736923341458,0.166172591725061,,,,,
1563,0,0.0830482326384376,,,,,,
1564,0,0.0830230811461937,0.166071313784631,,,,,
1565,0,0.0829978764504694,,,,,,
1566,0,0.0829727327821357,0.165970609232605,,,,,
1567,0,0.0829479651903431,,,,,,
1568,0,0.083022900569111,0.165970865759454,,,,,
1569,0,0.083105650369465,,,,,,
1570,0,0.0830799412535737,0.166185591623039,,,,,
1571,0,0.0830544819799858,,,,,,
1572,0,0.0832040279578878,0.166258509937874,,,,,
1573,0,0.0832061650912835,,,,,,
1574,0,0.0831812128058673,0.166387377897151,,,,,
1575,0,0.0831560273664089,,,,,,
1576,0,0.0831322651196832,0.166288292486092,,,,,
1577,0,0.0831347769632252,,,,,,
1578,0,0.0831131857289108,0.166247962692136,,,,,
1579,0,0.0831737576154719,,,,,,
1580,0,0.0832178772014755,0.166391634816947,,,,,
1581,0,0.0831918870083137,,,,,,
1582,0,0.0831659354654292,0.166357822473743,,,,,
1583,0,0.0831399421377634,,,,,,
1584,0,0.0831138996078431,0.166253841745606,,,,,
1585,0,0.0830878409464584,,,,,,
1586,0,0.0830618228132409,0.166149663759699,,,,,
1587,0,0.0830359099798767,,,,,,
1588,0,0.0830103093290062,0.166046219308883,,,,,
1589,0,0.0829843709329176,,,,,,
1590,0,0.082958423665197,0.165942794598115,,,,,
1591,0,0.0829325943464243,,,,,,
1592,0,0.0829066749808372,0.165839269327262,,,,,
1593,0,0.0828807606795703,,,,,,
1594,0,0.0829200561393448,0.165800816818915,,,,,
1595,0,0.082997938591216,,,,,,
1596,0,0.0829720770295235,0.16597001562074,,,,,
1597,0,0.0829462811898036,,,,,,
1598,0,0.0829206232710711,0.165866904460875,,,,,
1599,0,0.0828948243980948,,,,,,
1600,0,0.0828690217927041,0.165763846190799,,,,,
1601,0,0.082843313904585,,,,,,
1602,0,0.0828175575145896,0.165660871419175,,,,,
1603,0,0.0827918717080949,,,,,,
1604,0,0.0827661767790728,0.165558048487168,,,,,
1605,0,0.0827405875616647,,,,,,
1606,0,0.0827149550915592,0.165455542653224,,,,,
1607,0,0.082689326711634,,,,,,
1608,0,0.0826638488925857,0.16535317560422,,,,,
1609,0,0.0826384600046782,,,,,,
1610,0,0.0826130525041313,0.165251512508809,,,,,
1611,0,0.0825875399716149,,,,,,
1612,0,0.0825620392266529,0.165149579198268,,,,,
1613,0,0.08253667988501,,,,,,
1614,0,0.0825112622815634,0.165047942166573,,,,,
1615,0,0.0824858912267244,,,,,,
1616,0,0.0824605884655442,0.164946479692269,,,,,
1617,0,0.0824352806356673,,,,,,
1618,0,0.082410003826388,0.164845284462055,,,,,
1619,0,0.0823851242331043,,,,,,
1620,0,0.0823599974616661,0.16474512169477,,,,,
1621,0,0.082334823318031,,,,,,
1622,0,0.0823096586597435,0.164644481977774,,,,,
1623,0,0.0822845181980182,,,,,,
1624,0,0.0822594502074087,0.164543968405427,,,,,
1625,0,0.0822344079776433,,,,,,
1626,0,0.0822314425827635,0.164465850560407,,,,,
1627,0,0.0823685389574284,,,,,,
1628,0,0.0823546744766786,0.164723213434107,,,,,
1629,0,0.0823375311199962,,,,,,
1630,0,0.0823168708041805,0.164654401924177,,,,,
1631,0,0.0822921481184033,,,,,,
1632,0,0.0822671779381491,0.164559326056552,,,,,
1633,0,0.0822422403015035,,,,,,
1634,0,0.082217334875546,0.16445957517705,,,,,
1635,0,0.0821924779123497,,,,,,
1636,0,0.0821677695536609,0.164360247466011,,,,,
1637,0,0.0821429099864388,,,,,,
1638,0,0.0821180826475711,0.16426099263401,,,,,
1639,0,0.0820933904592559,,,,,,
1640,0,0.0820687194851775,0.164162109944433,,,,,
1641,0,0.0820439847122867,,,,,,
1642,0,0.0820193210612567,0.164063305773543,,,,,
1643,0,0.0819946794346408,,,,,,
1644,0,0.0819700342837107,0.163964713718352,,,,,
1645,0,0.0819453762237912,,,,,,
1646,0,0.0819207696677095,0.163866145891501,,,,,
1647,0,0.0818962468257709,,,,,,
1648,0,0.0818717941091471,0.163768040934918,,,,,
1649,0,0.0818473619429381,,,,,,
1650,0,0.0818229334314259,0.163670295374364,,,,,
1651,0,0.0817985523555257,,,,,,
1652,0,0.0817742141744328,0.163572766529958,,,,,
1653,0,0.0817498543881729,,,,,,
1654,0,0.0817255536588354,0.163475408047008,,,,,
1655,0,0.081701257781219,,,,,,
1656,0,0.0816769468963151,0.163378204677534,,,,,
1657,0,0.0816526662041923,,,,,,
1658,0,0.0816284978503126,0.163281164054505,,,,,
1659,0,0.0816042928248963,,,,,,
1660,0,0.0815801390377935,0.16318443186269,,,,,
1661,0,0.081556121452917,,,,,,
1662,0,0.0815319459921152,0.163088067445032,,,,,
1663,0,0.0815077753353692,,,,,,
1664,0,0.0814836669441007,0.16299144227947,,,,,
1665,0,0.0814595905308213,,,,,,
1666,0,0.0814354397522055,0.162895030283027,,,,,
1667,0,0.0814111728104085,,,,,,
1668,0,0.0813869771661431,0.162798149976552,,,,,
1669,0,0.0813628380304934,,,,,,
1670,0,0.0813389996073771,0.162701837637871,,,,,
1671,0,0.0813150112792894,,,,,,
1672,0,0.0812909066142192,0.162605917893509,,,,,
1673,0,0.0812668739109889,,,,,,
1674,0,0.081242856047897,0.162509729958886,,,,,
1675,0,0.0812187832184169,,,,,,
1676,0,0.0811946858523944,0.162413469070811,,,,,
1677,0,0.0811705776448493,,,,,,
1678,0,0.0811498427929322,0.162320420437782,,,,,
1679,0,0.0811436588436223,,,,,,
1680,0,0.0812061061087879,0.16234976495241,,,,,
1681,0,0.081256193287172,,,,,,
1682,0,0.0812321435710983,0.16248833685827,,,,,
1683,0,0.0812080861296459,,,,,,
1684,0,0.0811840951469869,0.162392181276633,,,,,
1685,0,0.0811606686843484,,,,,,
1686,0,0.0811390791260669,0.162299747810415,,,,,
1687,0,0.0811151432930335,,,,,,
1688,0,0.0810912187155556,0.162206362008589,,,,,
1689,0,0.0810672965448725,,,,,,
1690,0,0.0810433590893167,0.162110655634189,,,,,
1691,0,0.0810194572731926,,,,,,
1692,0,0.0809955816108545,0.162015038884047,,,,,
1693,0,0.0809717100218459,,,,,,
1694,0,0.0809478772035738,0.16191958722542,,,,,
1695,0,0.0809240614520397,,,,,,
1696,0,0.080900512380213,0.161824573832253,,,,,
1697,0,0.0808861737272632,,,,,,
1698,0,0.0810110864548749,0.161897260182138,,,,,
1699,0,0.0809874269916424,,,,,,
1700,0,0.0809637187505417,0.161951145742184,,,,,
1701,0,0.0809400555780982,,,,,,
1702,0,0.0809163868244904,0.161856442402589,,,,,
1703,0,0.0808927078446273,,,,,,
1704,0,0.0808690769264455,0.161761784771073,,,,,
1705,0,0.0808454516168425,,,,,,
1706,0,0.0808218868760946,0.161667338492937,,,,,
1707,0,0.0807983504959866,,,,,,
1708,0,0.0807747750191799,0.161573125515166,,,,,
1709,0,0.0807512607767858,,,,,,
1710,0,0.0807277407291986,0.161479001505984,,,,,
1711,0,0.0807043820638193,,,,,,
1712,0,0.0806813455733871,0.161385727637206,,,,,
1713,0,0.0807924737738441,,,,,,
1714,0,0.0808147503820484,0.161607224155892,,,,,
1715,0,0.0807914809306021,,,,,,
1716,0,0.0807682117415535,0.161559692672156,,,,,
1717,0,0.0807452773434853,,,,,,
1718,0,0.0807219195798993,0.161467196923385,,,,,
1719,0,0.0806985837444881,,,,,,
1720,0,0.0806752532682257,0.161373837012714,,,,,
1721,0,0.0806520482165962,,,,,,
1722,0,0.0806287983793547,0.161280846595951,,,,,
1723,0,0.0806056006537906,,,,,,
1724,0,0.0805824132174868,0.161188013871277,,,,,
1725,0,0.0805591991200624,,,,,,
1726,0,0.0805359951107453,0.161095194230808,,,,,
1727,0,0.0805128335119962,,,,,,
1728,0,0.0804897013222205,0.161002534834217,,,,,
1729,0,0.0804665115472884,,,,,,
1730,0,0.0804434116964379,0.160909923243726,,,,,
1731,0,0.0804203401141728,,,,,,
1732,0,0.080397203531449,0.160817543645622,,,,,
1733,0,0.0803741674763573,,,,,,
1734,0,0.0803511626051701,0.160725330081527,,,,,
1735,0,0.0803282056818087,,,,,,
1736,0,0.0803051618867074,0.160633367568516,,,,,
1737,0,0.0802821540386907,,,,,,
1738,0,0.0802592569096243,0.160541410948315,,,,,
1739,0,0.0802363064798197,,,,,,
1740,0,0.0803395547955296,0.160575861275349,,,,,
1741,0,0.0806400127552936,,,,,,
1742,0,0.0806959793602979,0.161335992115591,,,,,
1743,0,0.0808265769913541,,,,,,
1744,0,0.0808338052781321,0.161660382269486,,,,,
1745,0,0.0808198021611784,,,,,,
1746,0,0.0808033022426119,0.16162310440379,,,,,
1747,0,0.0807861833378894,,,,,,
1748,0,0.0807677266525385,0.161553909990428,,,,,
1749,0,0.0807576552322857,,,,,,
1750,0,0.0807429466291675,0.161500601861453,,,,,
1751,0,0.0807304367626746,,,,,,
1752,0,0.0807174209582377,0.161447857720912,,,,,
1753,0,0.0807022051728555,,,,,,
1754,0,0.0806880109097518,0.161390216082607,,,,,
1755,0,0.0806713127113251,,,,,,
1756,0,0.0806601176123686,0.161331430323694,,,,,
1757,0,0.0806411158089878,,,,,,
1758,0,0.0806638126277164,0.161304928436704,,,,,
1759,0,0.0806603999656423,,,,,,
1760,0,0.080751931293925,0.161412331259567,,,,,
1761,0,0.0807700370377327,,,,,,
1762,0,0.0807472211538697,0.161517258191602,,,,,
1763,0,0.0807245110493668,,,,,,
1764,6,0.0808512002291762,,,,,,
1765,15,0.0808914978852349,,0.161616008934602,,,,
1766,15,0.0809187725557439,,,0.161810270440979,,,
1767,15,0.0809253962918825,,,,,,
1768,15,0.0809095226275307,,,0.161834918919413,,,
1769,15,0.0808894094655473,,,,,,
1770,15,0.0808688131888436,,,0.161758222654391,,,
1771,15,0.0808582492701656,,,,,,
1772,6,0.0808776485680538,,,,,,
1773,0,0.0808761226528324,,,,0.161734371922998,,
1774,0,0.0809258646917251,0.161801987344558,,,,,
1775,0,0.0809526383256115,,,,,,
1776,0,0.0809313342621143,0.161883972587726,,,,,
1777,14,0.0809274753880513,,,,,,
1778,15,0.0810568199664997,,0.161988154228614,,,,
1779,15,0.0810622750848617,,,0.162119095051361,,,
1780,15,0.0811265763570444,,,,,,
